config_id,encoder,ansatz,learning_rate,batch_size,layers,epoch,train_loss,train_accuracy,val_loss,val_accuracy
0,AngleEncoder,SimpleAnsatz,0.01,8,1,0,5.970332585894741,0.37142857142857144,4.6332410743672945,0.3
0,AngleEncoder,SimpleAnsatz,0.01,8,1,1,5.018009090154206,0.44285714285714284,4.598536595946322,0.36666666666666664
0,AngleEncoder,SimpleAnsatz,0.01,8,1,2,6.726011924793266,0.42857142857142855,3.533991356093401,0.4
0,AngleEncoder,SimpleAnsatz,0.01,8,1,3,5.756021922579406,0.45714285714285713,3.4795754074568097,0.4
0,AngleEncoder,SimpleAnsatz,0.01,8,1,4,4.32916318150472,0.42857142857142855,4.349059304898216,0.43333333333333335
0,AngleEncoder,SimpleAnsatz,0.01,8,1,5,3.3656681260499943,0.5285714285714286,4.3176022988691125,0.43333333333333335
0,AngleEncoder,SimpleAnsatz,0.01,8,1,6,3.3295942771426206,0.5571428571428572,1.1239390365441673,0.4666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,7,3.628191960474182,0.5285714285714286,2.004769859886138,0.4666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,8,1.8487061672656242,0.6,3.031719597399893,0.5
0,AngleEncoder,SimpleAnsatz,0.01,8,1,9,1.707782597560562,0.6,2.993368566177747,0.5333333333333333
0,AngleEncoder,SimpleAnsatz,0.01,8,1,10,1.19683839134514,0.6285714285714286,1.8670706010054363,0.5666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,11,1.6290474991077495,0.6428571428571429,2.9233705482475525,0.5666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,12,1.0833070753392788,0.6428571428571429,2.8813409594848207,0.5666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,13,0.6083708620829272,0.6857142857142857,2.8520302370944126,0.6666666666666666
0,AngleEncoder,SimpleAnsatz,0.01,8,1,14,0.9704153447103754,0.7,2.771739375561621,0.7
0,AngleEncoder,SimpleAnsatz,0.01,8,1,15,0.5001501075102244,0.7428571428571429,1.6553004393423016,0.7
0,AngleEncoder,SimpleAnsatz,0.01,8,1,16,0.9843854666675168,0.7285714285714285,1.7491228899630913,0.7
0,AngleEncoder,SimpleAnsatz,0.01,8,1,17,0.4866965136576352,0.7571428571428571,0.5906944471994299,0.7
0,AngleEncoder,SimpleAnsatz,0.01,8,1,18,0.4075909927450614,0.7857142857142857,1.5790038970463074,0.7333333333333333
0,AngleEncoder,SimpleAnsatz,0.01,8,1,19,0.3698399623914419,0.8285714285714286,0.5749466896182072,0.7666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,20,0.3483497181354381,0.8142857142857143,0.5818146432599867,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,21,0.3791125515944774,0.8142857142857143,0.5307260610769731,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,22,0.36030915080112125,0.8428571428571429,0.5196583579935837,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,23,0.3350600059246255,0.8571428571428571,0.5610322325160797,0.7666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,24,0.3182050720106035,0.8571428571428571,0.5240038360830703,0.7666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,25,0.3199383835831306,0.8714285714285714,0.43832918243638846,0.7666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,26,0.3068334626267838,0.8571428571428571,0.5118389855404455,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,27,0.33610789296265076,0.9,0.46352819801168976,0.7666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,28,0.32088306632486036,0.8714285714285714,0.4591834134310283,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,29,0.31466727701593,0.8857142857142857,0.5030520786564338,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,30,0.3027142942677921,0.8857142857142857,0.4464772446984672,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,31,0.3252658581258331,0.8571428571428571,1.5175800789283895,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,32,0.29791455450049287,0.8857142857142857,0.4965858619678503,0.8666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,33,0.32269449640680686,0.8714285714285714,1.5211074148020565,0.7666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,34,0.2997268667511381,0.8857142857142857,1.547329787087573,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,35,0.3278761514680457,0.8571428571428571,0.5546654942492452,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,36,0.2928040552988997,0.9285714285714286,0.4247809237105445,0.7666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,37,0.30094384703653126,0.8714285714285714,0.43786211655401,0.7666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,38,0.3142942737979798,0.8857142857142857,0.48788307927686836,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,39,0.3168908838707861,0.9,0.5453046574775376,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,40,0.3436925316224791,0.8428571428571429,0.4283616853424731,0.7666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,41,0.2937081181429874,0.8857142857142857,0.48594558554004585,0.8666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,42,0.3229034619631949,0.8714285714285714,0.4415897384055389,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,43,0.31988345661182027,0.8714285714285714,0.4283547265207828,0.7666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,44,0.7632003125902279,0.8857142857142857,1.5173687703489407,0.7666666666666667
0,AngleEncoder,SimpleAnsatz,0.01,8,1,45,0.31658956573190966,0.8857142857142857,1.5254566464165307,0.8333333333333334
0,AngleEncoder,SimpleAnsatz,0.01,8,1,46,0.31193994469999026,0.9,1.5250098243760901,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,47,0.7932520134990482,0.8428571428571429,1.5830762518896675,0.8
0,AngleEncoder,SimpleAnsatz,0.01,8,1,48,0.2977405353494777,0.8857142857142857,0.5375917090942298,0.8333333333333334
0,AngleEncoder,SimpleAnsatz,0.01,8,1,49,0.31615065970262274,0.8571428571428571,0.4207421057459036,0.7666666666666667
1,AngleEncoder,SimpleAnsatz,0.01,8,2,0,2.0988371529247627,0.37142857142857144,4.403843502316374,0.3333333333333333
1,AngleEncoder,SimpleAnsatz,0.01,8,2,1,1.9102628459868822,0.45714285714285713,2.3390007306076948,0.23333333333333334
1,AngleEncoder,SimpleAnsatz,0.01,8,2,2,1.372314663619633,0.5428571428571428,3.2195550934648267,0.43333333333333335
1,AngleEncoder,SimpleAnsatz,0.01,8,2,3,1.3023627596810237,0.6142857142857143,1.036462087444827,0.5
